article_id,category,title,date,content,summary,source_url,source_name,company_tag,keywords,collected_at,has_null,is_duplicate_seed,data_origin
FB-0090,competitor,QualiBot 충청 경쟁사 신제품 공개,2025-11-02,"QualiBot 충청 경쟁사 신제품 공개. 이 문서는 실시간 웹 수집 실패 시 사용하는 교육용 합성 데이터입니다. 주요 키워드는 디지털 전환, 품질검사이며, 시장 변화·기업 대응·지원정책·기술 적용 가능성을 검토할 수 있도록 구성했습니다. 분류는 competitor이고 지역 범위는 충청입니다.","디지털 전환, 품질검사 관련 동향을 다루는 수업용 fallback 기사 요약입니다.",https://example.com/fallback/0090,Fallback Policy Brief,QualiBot,디지털 전환|품질검사,2026-09-18T09:00:00+09:00,false,false,synthetic_fallback
FB-0091,policy,부산 산업 데이터 활용 가이드라인 발표,2026-07-02,"부산 산업 데이터 활용 가이드라인 발표. 이 문서는 실시간 웹 수집 실패 시 사용하는 교육용 합성 데이터입니다. 주요 키워드는 자동화, 디지털 전환이며, 시장 변화·기업 대응·지원정책·기술 적용 가능성을 검토할 수 있도록 구성했습니다. 분류는 policy이고 지역 범위는 부산입니다.","자동화, 디지털 전환 관련 동향을 다루는 수업용 fallback 기사 요약입니다.",https://example.com/fallback/0091,Fallback Startup News,,자동화|디지털 전환,2026-09-18T09:00:00+09:00,false,false,synthetic_fallback
FB-0092,competitor,FactoryMind 글로벌 경쟁사 제조 AI 파트너십 체결,2026-08-02,"FactoryMind 글로벌 경쟁사 제조 AI 파트너십 체결. 이 문서는 실시간 웹 수집 실패 시 사용하는 교육용 합성 데이터입니다. 주요 키워드는 품질검사, 클라우드이며, 시장 변화·기업 대응·지원정책·기술 적용 가능성을 검토할 수 있도록 구성했습니다. 분류는 competitor이고 지역 범위는 글로벌입니다.","품질검사, 클라우드 관련 동향을 다루는 수업용 fallback 기사 요약입니다.",https://example.com/fallback/0092,Fallback Startup News,FactoryMind,품질검사|클라우드,2026-09-18T09:00:00+09:00,false,false,synthetic_fallback
FB-0093,technology,대구 산업용 RAG 활용 사례 증가,2026-08-20,"대구 산업용 RAG 활용 사례 증가. 이 문서는 실시간 웹 수집 실패 시 사용하는 교육용 합성 데이터입니다. 주요 키워드는 품질검사, 보안이며, 시장 변화·기업 대응·지원정책·기술 적용 가능성을 검토할 수 있도록 구성했습니다. 분류는 technology이고 지역 범위는 대구입니다.","품질검사, 보안 관련 동향을 다루는 수업용 fallback 기사 요약입니다.",https://example.com/fallback/0093,Fallback Market Digest,,품질검사|보안,2026-09-18T09:00:00+09:00,false,false,synthetic_fallback
FB-0094,market,국내 산업용 AI 비전 시장 확대,2025-01-14,"국내 산업용 AI 비전 시장 확대. 이 문서는 실시간 웹 수집 실패 시 사용하는 교육용 합성 데이터입니다. 주요 키워드는 스마트팩토리, 생성형 AI, 품질검사, AI이며, 시장 변화·기업 대응·지원정책·기술 적용 가능성을 검토할 수 있도록 구성했습니다. 분류는 market이고 지역 범위는 국내입니다.","스마트팩토리, 생성형 AI, 품질검사, AI 관련 동향을 다루는 수업용 fallback 기사 요약입니다.",https://example.com/fallback/0094,Fallback Policy Brief,,스마트팩토리|생성형 AI|품질검사|AI,2026-09-18T09:00:00+09:00,false,false,synthetic_fallback
FB-0095,policy,글로벌 AI 바우처 사업 개편,2025-12-19,"글로벌 AI 바우처 사업 개편. 이 문서는 실시간 웹 수집 실패 시 사용하는 교육용 합성 데이터입니다. 주요 키워드는 데이터, 제조 AX, 생성형 AI이며, 시장 변화·기업 대응·지원정책·기술 적용 가능성을 검토할 수 있도록 구성했습니다. 분류는 policy이고 지역 범위는 글로벌입니다.","데이터, 제조 AX, 생성형 AI 관련 동향을 다루는 수업용 fallback 기사 요약입니다.",https://example.com/fallback/0095,Fallback Market Digest,,데이터|제조 AX|생성형 AI,2026-09-18T09:00:00+09:00,false,false,synthetic_fallback
FB-0096,market,글로벌 산업용 AI 비전 시장 확대,2025-09-06,"글로벌 산업용 AI 비전 시장 확대. 이 문서는 실시간 웹 수집 실패 시 사용하는 교육용 합성 데이터입니다. 주요 키워드는 디지털 전환, 데이터, AI이며, 시장 변화·기업 대응·지원정책·기술 적용 가능성을 검토할 수 있도록 구성했습니다. 분류는 market이고 지역 범위는 글로벌입니다.","디지털 전환, 데이터, AI 관련 동향을 다루는 수업용 fallback 기사 요약입니다.",https://example.com/fallback/0096,Fallback Policy Brief,,디지털 전환|데이터|AI,2026-09-18T09:00:00+09:00,false,false,synthetic_fallback
FB-0097,competitor,VisionForge 글로벌 경쟁사 품질검사 솔루션 업데이트,2026-08-21,"VisionForge 글로벌 경쟁사 품질검사 솔루션 업데이트. 이 문서는 실시간 웹 수집 실패 시 사용하는 교육용 합성 데이터입니다. 주요 키워드는 제조 AX, 스마트팩토리, 생성형 AI, 디지털 전환이며, 시장 변화·기업 대응·지원정책·기술 적용 가능성을 검토할 수 있도록 구성했습니다. 분류는 competitor이고 지역 범위는 글로벌입니다.","제조 AX, 스마트팩토리, 생성형 AI, 디지털 전환 관련 동향을 다루는 수업용 fallback 기사 요약입니다.",https://example.com/fallback/0097,Fallback Startup News,VisionForge,제조 AX|스마트팩토리|생성형 AI|디지털 전환,2026-09-18T09:00:00+09:00,false,false,synthetic_fallback
FB-0098,market,대구 스마트팩토리 투자 증가,2026-03-18,"대구 스마트팩토리 투자 증가. 이 문서는 실시간 웹 수집 실패 시 사용하는 교육용 합성 데이터입니다. 주요 키워드는 AI, 보안, 스마트팩토리, 품질검사이며, 시장 변화·기업 대응·지원정책·기술 적용 가능성을 검토할 수 있도록 구성했습니다. 분류는 market이고 지역 범위는 대구입니다.","AI, 보안, 스마트팩토리, 품질검사 관련 동향을 다루는 수업용 fallback 기사 요약입니다.",https://example.com/fallback/0098,Fallback Market Digest,,AI|보안|스마트팩토리|품질검사,2026-09-18T09:00:00+09:00,false,false,synthetic_fallback
FB-0099,technology,충청 경량 비전 모델 현장 적용 확대,2026-01-08,"충청 경량 비전 모델 현장 적용 확대. 이 문서는 실시간 웹 수집 실패 시 사용하는 교육용 합성 데이터입니다. 주요 키워드는 품질검사, 자동화, 데이터, 클라우드이며, 시장 변화·기업 대응·지원정책·기술 적용 가능성을 검토할 수 있도록 구성했습니다. 분류는 technology이고 지역 범위는 충청입니다.","품질검사, 자동화, 데이터, 클라우드 관련 동향을 다루는 수업용 fallback 기사 요약입니다.",https://example.com/fallback/0099,Fallback Policy Brief,,품질검사|자동화|데이터|클라우드,2026-09-18T09:00:00+09:00,false,false,synthetic_fallback
FB-0100,market,경기 클라우드 기반 품질관리 시장 성장,2025-07-03,"경기 클라우드 기반 품질관리 시장 성장. 이 문서는 실시간 웹 수집 실패 시 사용하는 교육용 합성 데이터입니다. 주요 키워드는 제조 AX, AI이며, 시장 변화·기업 대응·지원정책·기술 적용 가능성을 검토할 수 있도록 구성했습니다. 분류는 market이고 지역 범위는 경기입니다.","제조 AX, AI 관련 동향을 다루는 수업용 fallback 기사 요약입니다.",https://example.com/fallback/0100,Fallback Tech Review,,제조 AX|AI,2026-09-18T09:00:00+09:00,false,false,synthetic_fallback
FB-0101,funding,충청 제조혁신 R&D 공고,2025-02-22,"충청 제조혁신 R&D 공고. 이 문서는 실시간 웹 수집 실패 시 사용하는 교육용 합성 데이터입니다. 주요 키워드는 보안, 디지털 전환이며, 시장 변화·기업 대응·지원정책·기술 적용 가능성을 검토할 수 있도록 구성했습니다. 분류는 funding이고 지역 범위는 충청입니다.","보안, 디지털 전환 관련 동향을 다루는 수업용 fallback 기사 요약입니다.",https://example.com/fallback/0101,Fallback Tech Review,,보안|디지털 전환,2026-09-18T09:00:00+09:00,false,false,synthetic_fallback
FB-0102,policy,서울 중소기업 디지털 전환 지원사업,2026-04-17,"서울 중소기업 디지털 전환 지원사업. 이 문서는 실시간 웹 수집 실패 시 사용하는 교육용 합성 데이터입니다. 주요 키워드는 클라우드, 품질검사이며, 시장 변화·기업 대응·지원정책·기술 적용 가능성을 검토할 수 있도록 구성했습니다. 분류는 policy이고 지역 범위는 서울입니다.","클라우드, 품질검사 관련 동향을 다루는 수업용 fallback 기사 요약입니다.",https://example.com/fallback/0102,Fallback Tech Review,,클라우드|품질검사,2026-09-18T09:00:00+09:00,false,false,synthetic_fallback
FB-0103,technology,글로벌 산업용 RAG 활용 사례 증가,2026-07-18,"글로벌 산업용 RAG 활용 사례 증가. 이 문서는 실시간 웹 수집 실패 시 사용하는 교육용 합성 데이터입니다. 주요 키워드는 데이터, 디지털 전환이며, 시장 변화·기업 대응·지원정책·기술 적용 가능성을 검토할 수 있도록 구성했습니다. 분류는 technology이고 지역 범위는 글로벌입니다.","데이터, 디지털 전환 관련 동향을 다루는 수업용 fallback 기사 요약입니다.",https://example.com/fallback/0103,Fallback Startup News,,데이터|디지털 전환,2026-09-18T09:00:00+09:00,false,false,synthetic_fallback
FB-0104,technology,부산 산업용 RAG 활용 사례 증가,2025-07-05,"부산 산업용 RAG 활용 사례 증가. 이 문서는 실시간 웹 수집 실패 시 사용하는 교육용 합성 데이터입니다. 주요 키워드는 스마트팩토리, 생성형 AI이며, 시장 변화·기업 대응·지원정책·기술 적용 가능성을 검토할 수 있도록 구성했습니다. 분류는 technology이고 지역 범위는 부산입니다.","스마트팩토리, 생성형 AI 관련 동향을 다루는 수업용 fallback 기사 요약입니다.",https://example.com/fallback/0104,Fallback Tech Review,,스마트팩토리|생성형 AI,2026-09-18T09:00:00+09:00,false,false,synthetic_fallback
FB-0105,market,충청 중소 제조기업 AI 전환 수요 증가,2026-03-23,"충청 중소 제조기업 AI 전환 수요 증가. 이 문서는 실시간 웹 수집 실패 시 사용하는 교육용 합성 데이터입니다. 주요 키워드는 디지털 전환, 스마트팩토리이며, 시장 변화·기업 대응·지원정책·기술 적용 가능성을 검토할 수 있도록 구성했습니다. 분류는 market이고 지역 범위는 충청입니다.","디지털 전환, 스마트팩토리 관련 동향을 다루는 수업용 fallback 기사 요약입니다.",https://example.com/fallback/0105,Fallback Tech Review,,디지털 전환|스마트팩토리,2026-09-18T09:00:00+09:00,false,false,synthetic_fallback
FB-0106,policy,국내 스마트공장 지원정책 확대,2025-12-13,"국내 스마트공장 지원정책 확대. 이 문서는 실시간 웹 수집 실패 시 사용하는 교육용 합성 데이터입니다. 주요 키워드는 자동화, AI, 스마트팩토리, 품질검사이며, 시장 변화·기업 대응·지원정책·기술 적용 가능성을 검토할 수 있도록 구성했습니다. 분류는 policy이고 지역 범위는 국내입니다.","자동화, AI, 스마트팩토리, 품질검사 관련 동향을 다루는 수업용 fallback 기사 요약입니다.",https://example.com/fallback/0106,Fallback Policy Brief,,자동화|AI|스마트팩토리|품질검사,2026-09-18T09:00:00+09:00,false,false,synthetic_fallback
FB-0107,policy,부산 스마트공장 지원정책 확대,2025-03-11,"부산 스마트공장 지원정책 확대. 이 문서는 실시간 웹 수집 실패 시 사용하는 교육용 합성 데이터입니다. 주요 키워드는 스마트팩토리, AI, 보안이며, 시장 변화·기업 대응·지원정책·기술 적용 가능성을 검토할 수 있도록 구성했습니다. 분류는 policy이고 지역 범위는 부산입니다.","스마트팩토리, AI, 보안 관련 동향을 다루는 수업용 fallback 기사 요약입니다.",https://example.com/fallback/0107,Fallback Policy Brief,,스마트팩토리|AI|보안,2026-09-18T09:00:00+09:00,false,false,synthetic_fallback
FB-0108,technology,부산 Edge AI 추론 최적화,2025-01-27,"부산 Edge AI 추론 최적화. 이 문서는 실시간 웹 수집 실패 시 사용하는 교육용 합성 데이터입니다. 주요 키워드는 제조 AX, 보안, 생성형 AI이며, 시장 변화·기업 대응·지원정책·기술 적용 가능성을 검토할 수 있도록 구성했습니다. 분류는 technology이고 지역 범위는 부산입니다.","제조 AX, 보안, 생성형 AI 관련 동향을 다루는 수업용 fallback 기사 요약입니다.",https://example.com/fallback/0108,Fallback Market Digest,,제조 AX|보안|생성형 AI,2026-09-18T09:00:00+09:00,false,false,synthetic_fallback
FB-0109,technology,경기 산업용 RAG 활용 사례 증가,2026-05-21,"경기 산업용 RAG 활용 사례 증가. 이 문서는 실시간 웹 수집 실패 시 사용하는 교육용 합성 데이터입니다. 주요 키워드는 품질검사, 데이터이며, 시장 변화·기업 대응·지원정책·기술 적용 가능성을 검토할 수 있도록 구성했습니다. 분류는 technology이고 지역 범위는 경기입니다.","품질검사, 데이터 관련 동향을 다루는 수업용 fallback 기사 요약입니다.",https://example.com/fallback/0109,Fallback Tech Review,,품질검사|데이터,2026-09-18T09:00:00+09:00,false,false,synthetic_fallback
FB-0110,market,부산 클라우드 기반 품질관리 시장 성장,2026-04-19,"부산 클라우드 기반 품질관리 시장 성장. 이 문서는 실시간 웹 수집 실패 시 사용하는 교육용 합성 데이터입니다. 주요 키워드는 스마트팩토리, 보안, 디지털 전환이며, 시장 변화·기업 대응·지원정책·기술 적용 가능성을 검토할 수 있도록 구성했습니다. 분류는 market이고 지역 범위는 부산입니다.","스마트팩토리, 보안, 디지털 전환 관련 동향을 다루는 수업용 fallback 기사 요약입니다.",https://example.com/fallback/0110,Fallback Startup News,,스마트팩토리|보안|디지털 전환,2026-09-18T09:00:00+09:00,false,false,synthetic_fallback
FB-0111,competitor,QualiBot 경기 경쟁사 신규 투자 유치,2025-11-20,"QualiBot 경기 경쟁사 신규 투자 유치. 이 문서는 실시간 웹 수집 실패 시 사용하는 교육용 합성 데이터입니다. 주요 키워드는 보안, 생성형 AI이며, 시장 변화·기업 대응·지원정책·기술 적용 가능성을 검토할 수 있도록 구성했습니다. 분류는 competitor이고 지역 범위는 경기입니다.","보안, 생성형 AI 관련 동향을 다루는 수업용 fallback 기사 요약입니다.",https://example.com/fallback/0111,Fallback Market Digest,QualiBot,보안|생성형 AI,2026-09-18T09:00:00+09:00,false,false,synthetic_fallback
FB-0112,technology,국내 Agent 기반 제조업 자동화 확산,2025-09-30,"국내 Agent 기반 제조업 자동화 확산. 이 문서는 실시간 웹 수집 실패 시 사용하는 교육용 합성 데이터입니다. 주요 키워드는 스마트팩토리, 제조 AX, 보안이며, 시장 변화·기업 대응·지원정책·기술 적용 가능성을 검토할 수 있도록 구성했습니다. 분류는 technology이고 지역 범위는 국내입니다.","스마트팩토리, 제조 AX, 보안 관련 동향을 다루는 수업용 fallback 기사 요약입니다.",https://example.com/fallback/0112,Fallback Startup News,,스마트팩토리|제조 AX|보안,2026-09-18T09:00:00+09:00,false,false,synthetic_fallback
FB-0113,competitor,VisionForge 서울 경쟁사 신제품 공개,2025-05-12,"VisionForge 서울 경쟁사 신제품 공개. 이 문서는 실시간 웹 수집 실패 시 사용하는 교육용 합성 데이터입니다. 주요 키워드는 제조 AX, 생성형 AI, 디지털 전환, 스마트팩토리이며, 시장 변화·기업 대응·지원정책·기술 적용 가능성을 검토할 수 있도록 구성했습니다. 분류는 competitor이고 지역 범위는 서울입니다.","제조 AX, 생성형 AI, 디지털 전환, 스마트팩토리 관련 동향을 다루는 수업용 fallback 기사 요약입니다.",https://example.com/fallback/0113,Fallback Policy Brief,VisionForge,제조 AX|생성형 AI|디지털 전환|스마트팩토리,2026-09-18T09:00:00+09:00,false,false,synthetic_fallback
FB-0114,funding,부산 클라우드 전환 지원사업 공고,2026-06-21,"부산 클라우드 전환 지원사업 공고. 이 문서는 실시간 웹 수집 실패 시 사용하는 교육용 합성 데이터입니다. 주요 키워드는 AI, 디지털 전환, 보안, 생성형 AI이며, 시장 변화·기업 대응·지원정책·기술 적용 가능성을 검토할 수 있도록 구성했습니다. 분류는 funding이고 지역 범위는 부산입니다.","AI, 디지털 전환, 보안, 생성형 AI 관련 동향을 다루는 수업용 fallback 기사 요약입니다.",https://example.com/fallback/0114,Fallback Policy Brief,,AI|디지털 전환|보안|생성형 AI,2026-09-18T09:00:00+09:00,false,false,synthetic_fallback
FB-0115,funding,국내 초기창업기업 사업화 자금 모집,2025-03-01,"국내 초기창업기업 사업화 자금 모집. 이 문서는 실시간 웹 수집 실패 시 사용하는 교육용 합성 데이터입니다. 주요 키워드는 클라우드, 품질검사, 자동화이며, 시장 변화·기업 대응·지원정책·기술 적용 가능성을 검토할 수 있도록 구성했습니다. 분류는 funding이고 지역 범위는 국내입니다.","클라우드, 품질검사, 자동화 관련 동향을 다루는 수업용 fallback 기사 요약입니다.",https://example.com/fallback/0115,Fallback Market Digest,,클라우드|품질검사|자동화,2026-09-18T09:00:00+09:00,false,false,synthetic_fallback
FB-0116,technology,서울 경량 비전 모델 현장 적용 확대,2025-11-10,"서울 경량 비전 모델 현장 적용 확대. 이 문서는 실시간 웹 수집 실패 시 사용하는 교육용 합성 데이터입니다. 주요 키워드는 AI, 보안이며, 시장 변화·기업 대응·지원정책·기술 적용 가능성을 검토할 수 있도록 구성했습니다. 분류는 technology이고 지역 범위는 서울입니다.","AI, 보안 관련 동향을 다루는 수업용 fallback 기사 요약입니다.",https://example.com/fallback/0116,Fallback Policy Brief,,AI|보안,2026-09-18T09:00:00+09:00,false,false,synthetic_fallback
FB-0117,competitor,FactoryMind 국내 경쟁사 신제품 공개,2025-12-27,"FactoryMind 국내 경쟁사 신제품 공개. 이 문서는 실시간 웹 수집 실패 시 사용하는 교육용 합성 데이터입니다. 주요 키워드는 생성형 AI, 디지털 전환, 제조 AX이며, 시장 변화·기업 대응·지원정책·기술 적용 가능성을 검토할 수 있도록 구성했습니다. 분류는 competitor이고 지역 범위는 국내입니다.","생성형 AI, 디지털 전환, 제조 AX 관련 동향을 다루는 수업용 fallback 기사 요약입니다.",https://example.com/fallback/0117,Fallback Tech Review,FactoryMind,생성형 AI|디지털 전환|제조 AX,2026-09-18T09:00:00+09:00,false,false,synthetic_fallback
FB-0118,technology,부산 Agent 기반 제조업 자동화 확산,2025-04-06,"부산 Agent 기반 제조업 자동화 확산. 이 문서는 실시간 웹 수집 실패 시 사용하는 교육용 합성 데이터입니다. 주요 키워드는 자동화, 디지털 전환, 생성형 AI, 제조 AX이며, 시장 변화·기업 대응·지원정책·기술 적용 가능성을 검토할 수 있도록 구성했습니다. 분류는 technology이고 지역 범위는 부산입니다.","자동화, 디지털 전환, 생성형 AI, 제조 AX 관련 동향을 다루는 수업용 fallback 기사 요약입니다.",https://example.com/fallback/0118,Fallback Market Digest,,자동화|디지털 전환|생성형 AI|제조 AX,2026-09-18T09:00:00+09:00,false,false,synthetic_fallback
FB-0119,market,서울 중소 제조기업 AI 전환 수요 증가,2026-05-31,"서울 중소 제조기업 AI 전환 수요 증가. 이 문서는 실시간 웹 수집 실패 시 사용하는 교육용 합성 데이터입니다. 주요 키워드는 보안, 제조 AX, 자동화, 클라우드이며, 시장 변화·기업 대응·지원정책·기술 적용 가능성을 검토할 수 있도록 구성했습니다. 분류는 market이고 지역 범위는 서울입니다.","보안, 제조 AX, 자동화, 클라우드 관련 동향을 다루는 수업용 fallback 기사 요약입니다.",https://example.com/fallback/0119,Fallback Tech Review,,보안|제조 AX|자동화|클라우드,2026-09-18T09:00:00+09:00,false,false,synthetic_fallback
FB-0120,competitor,QualiBot 글로벌 경쟁사 품질검사 솔루션 업데이트,2025-01-12,"QualiBot 글로벌 경쟁사 품질검사 솔루션 업데이트. 이 문서는 실시간 웹 수집 실패 시 사용하는 교육용 합성 데이터입니다. 주요 키워드는 디지털 전환, 보안이며, 시장 변화·기업 대응·지원정책·기술 적용 가능성을 검토할 수 있도록 구성했습니다. 분류는 competitor이고 지역 범위는 글로벌입니다.","디지털 전환, 보안 관련 동향을 다루는 수업용 fallback 기사 요약입니다.",https://example.com/fallback/0120,Fallback Market Digest,QualiBot,디지털 전환|보안,2026-09-18T09:00:00+09:00,false,false,synthetic_fallback
FB-0121,technology,서울 산업용 RAG 활용 사례 증가,2025-02-16,"서울 산업용 RAG 활용 사례 증가. 이 문서는 실시간 웹 수집 실패 시 사용하는 교육용 합성 데이터입니다. 주요 키워드는 자동화, 데이터이며, 시장 변화·기업 대응·지원정책·기술 적용 가능성을 검토할 수 있도록 구성했습니다. 분류는 technology이고 지역 범위는 서울입니다.","자동화, 데이터 관련 동향을 다루는 수업용 fallback 기사 요약입니다.",https://example.com/fallback/0121,Fallback Startup News,,자동화|데이터,2026-09-18T09:00:00+09:00,false,false,synthetic_fallback
FB-0122,funding,경기 지역특화 창업지원 프로그램 모집,2025-12-27,"경기 지역특화 창업지원 프로그램 모집. 이 문서는 실시간 웹 수집 실패 시 사용하는 교육용 합성 데이터입니다. 주요 키워드는 보안, 디지털 전환이며, 시장 변화·기업 대응·지원정책·기술 적용 가능성을 검토할 수 있도록 구성했습니다. 분류는 funding이고 지역 범위는 경기입니다.","보안, 디지털 전환 관련 동향을 다루는 수업용 fallback 기사 요약입니다.",https://example.com/fallback/0122,Fallback Market Digest,,보안|디지털 전환,2026-09-18T09:00:00+09:00,false,false,synthetic_fallback
FB-0123,technology,부산 경량 비전 모델 현장 적용 확대,2025-11-22,"부산 경량 비전 모델 현장 적용 확대. 이 문서는 실시간 웹 수집 실패 시 사용하는 교육용 합성 데이터입니다. 주요 키워드는 AI, 자동화이며, 시장 변화·기업 대응·지원정책·기술 적용 가능성을 검토할 수 있도록 구성했습니다. 분류는 technology이고 지역 범위는 부산입니다.","AI, 자동화 관련 동향을 다루는 수업용 fallback 기사 요약입니다.",https://example.com/fallback/0123,Fallback Policy Brief,,AI|자동화,2026-09-18T09:00:00+09:00,false,false,synthetic_fallback
FB-0124,policy,경기 중소기업 디지털 전환 지원사업,2026-05-29,"경기 중소기업 디지털 전환 지원사업. 이 문서는 실시간 웹 수집 실패 시 사용하는 교육용 합성 데이터입니다. 주요 키워드는 품질검사, 데이터, 자동화, AI이며, 시장 변화·기업 대응·지원정책·기술 적용 가능성을 검토할 수 있도록 구성했습니다. 분류는 policy이고 지역 범위는 경기입니다.","품질검사, 데이터, 자동화, AI 관련 동향을 다루는 수업용 fallback 기사 요약입니다.",https://example.com/fallback/0124,Fallback Tech Review,,품질검사|데이터|자동화|AI,2026-09-18T09:00:00+09:00,false,false,synthetic_fallback
FB-0125,policy,부산 AI 바우처 사업 개편,2025-10-16,"부산 AI 바우처 사업 개편. 이 문서는 실시간 웹 수집 실패 시 사용하는 교육용 합성 데이터입니다. 주요 키워드는 AI, 클라우드이며, 시장 변화·기업 대응·지원정책·기술 적용 가능성을 검토할 수 있도록 구성했습니다. 분류는 policy이고 지역 범위는 부산입니다.","AI, 클라우드 관련 동향을 다루는 수업용 fallback 기사 요약입니다.",https://example.com/fallback/0125,Fallback Tech Review,,AI|클라우드,2026-09-18T09:00:00+09:00,false,false,synthetic_fallback
FB-0126,market,국내 스마트팩토리 투자 증가,2025-03-03,"국내 스마트팩토리 투자 증가. 이 문서는 실시간 웹 수집 실패 시 사용하는 교육용 합성 데이터입니다. 주요 키워드는 디지털 전환, 자동화이며, 시장 변화·기업 대응·지원정책·기술 적용 가능성을 검토할 수 있도록 구성했습니다. 분류는 market이고 지역 범위는 국내입니다.","디지털 전환, 자동화 관련 동향을 다루는 수업용 fallback 기사 요약입니다.",https://example.com/fallback/0126,Fallback Tech Review,,디지털 전환|자동화,2026-09-18T09:00:00+09:00,false,false,synthetic_fallback
FB-0127,competitor,QualiBot 글로벌 경쟁사 신제품 공개,2025-04-02,"QualiBot 글로벌 경쟁사 신제품 공개. 이 문서는 실시간 웹 수집 실패 시 사용하는 교육용 합성 데이터입니다. 주요 키워드는 제조 AX, 품질검사, 생성형 AI이며, 시장 변화·기업 대응·지원정책·기술 적용 가능성을 검토할 수 있도록 구성했습니다. 분류는 competitor이고 지역 범위는 글로벌입니다.","제조 AX, 품질검사, 생성형 AI 관련 동향을 다루는 수업용 fallback 기사 요약입니다.",https://example.com/fallback/0127,Fallback Policy Brief,QualiBot,제조 AX|품질검사|생성형 AI,2026-09-18T09:00:00+09:00,false,false,synthetic_fallback
FB-0128,funding,글로벌 AI 스타트업 기술사업화 지원,2025-05-30,"글로벌 AI 스타트업 기술사업화 지원. 이 문서는 실시간 웹 수집 실패 시 사용하는 교육용 합성 데이터입니다. 주요 키워드는 자동화, 디지털 전환, 데이터, 품질검사이며, 시장 변화·기업 대응·지원정책·기술 적용 가능성을 검토할 수 있도록 구성했습니다. 분류는 funding이고 지역 범위는 글로벌입니다.","자동화, 디지털 전환, 데이터, 품질검사 관련 동향을 다루는 수업용 fallback 기사 요약입니다.",https://example.com/fallback/0128,Fallback Market Digest,,자동화|디지털 전환|데이터|품질검사,2026-09-18T09:00:00+09:00,false,false,synthetic_fallback
FB-0129,policy,충청 AI 바우처 사업 개편,2026-05-06,"충청 AI 바우처 사업 개편. 이 문서는 실시간 웹 수집 실패 시 사용하는 교육용 합성 데이터입니다. 주요 키워드는 자동화, 제조 AX이며, 시장 변화·기업 대응·지원정책·기술 적용 가능성을 검토할 수 있도록 구성했습니다. 분류는 policy이고 지역 범위는 충청입니다.","자동화, 제조 AX 관련 동향을 다루는 수업용 fallback 기사 요약입니다.",https://example.com/fallback/0129,Fallback Startup News,,자동화|제조 AX,2026-09-18T09:00:00+09:00,false,false,synthetic_fallback
FB-0130,market,경기 산업용 AI 비전 시장 확대,2026-06-18,"경기 산업용 AI 비전 시장 확대. 이 문서는 실시간 웹 수집 실패 시 사용하는 교육용 합성 데이터입니다. 주요 키워드는 데이터, 품질검사, 보안이며, 시장 변화·기업 대응·지원정책·기술 적용 가능성을 검토할 수 있도록 구성했습니다. 분류는 market이고 지역 범위는 경기입니다.","데이터, 품질검사, 보안 관련 동향을 다루는 수업용 fallback 기사 요약입니다.",https://example.com/fallback/0130,Fallback Startup News,,데이터|품질검사|보안,2026-09-18T09:00:00+09:00,false,false,synthetic_fallback
FB-0131,technology,부산 산업용 RAG 활용 사례 증가,2025-02-02,"부산 산업용 RAG 활용 사례 증가. 이 문서는 실시간 웹 수집 실패 시 사용하는 교육용 합성 데이터입니다. 주요 키워드는 데이터, 디지털 전환, AI이며, 시장 변화·기업 대응·지원정책·기술 적용 가능성을 검토할 수 있도록 구성했습니다. 분류는 technology이고 지역 범위는 부산입니다.","데이터, 디지털 전환, AI 관련 동향을 다루는 수업용 fallback 기사 요약입니다.",https://example.com/fallback/0131,Fallback Startup News,,데이터|디지털 전환|AI,2026-09-18T09:00:00+09:00,false,false,synthetic_fallback
FB-0132,funding,부산 지역특화 창업지원 프로그램 모집,2025-03-13,"부산 지역특화 창업지원 프로그램 모집. 이 문서는 실시간 웹 수집 실패 시 사용하는 교육용 합성 데이터입니다. 주요 키워드는 제조 AX, AI, 스마트팩토리이며, 시장 변화·기업 대응·지원정책·기술 적용 가능성을 검토할 수 있도록 구성했습니다. 분류는 funding이고 지역 범위는 부산입니다.","제조 AX, AI, 스마트팩토리 관련 동향을 다루는 수업용 fallback 기사 요약입니다.",https://example.com/fallback/0132,Fallback Policy Brief,,제조 AX|AI|스마트팩토리,2026-09-18T09:00:00+09:00,false,false,synthetic_fallback
FB-0133,funding,대구 지역특화 창업지원 프로그램 모집,2026-01-18,"대구 지역특화 창업지원 프로그램 모집. 이 문서는 실시간 웹 수집 실패 시 사용하는 교육용 합성 데이터입니다. 주요 키워드는 디지털 전환, 자동화이며, 시장 변화·기업 대응·지원정책·기술 적용 가능성을 검토할 수 있도록 구성했습니다. 분류는 funding이고 지역 범위는 대구입니다.","디지털 전환, 자동화 관련 동향을 다루는 수업용 fallback 기사 요약입니다.",https://example.com/fallback/0133,Fallback Tech Review,,디지털 전환|자동화,2026-09-18T09:00:00+09:00,false,false,synthetic_fallback
