article_id,category,title,date,content,summary,source_url,source_name,company_tag,keywords,collected_at,has_null,is_duplicate_seed,data_origin,collect_method,date_valid
LV-0463,market,"최태원, 울산서 AI 현장경영…""데이터센터와 제조 AX 하나로""",2026-09-10,"최태원, 울산서 AI 현장경영…""데이터센터와 제조 AX 하나로"" (검색어: 제조 AX)","최태원, 울산서 AI 현장경영…""데이터센터와 제조 AX 하나로"" (검색어: 제조 AX)",https://news.google.com/rss/articles/CBMibEFVX3lxTFBySmtXMjZ6cEozaDhsQV9QMjZWZHpTX3FnbkJoazlnYS1lWW1LOTlFQ09HVHhDRFhuT3VvNVQxYzlCU1d5YjVidGhzbHhpTXEzN3JkTGtNRzZweXliNmFCVlZTWlRpVmdhQUwwOA?oc=5,비즈워치,,AI|제조 AX|데이터,2026-09-19T15:44:38+09:00,false,false,live,rss,true
LV-0464,market,"공장에 AI 입히니 생산성 30% 쑥…정부, ‘제조 AX’ 전국 확산",2026-09-11,"공장에 AI 입히니 생산성 30% 쑥…정부, ‘제조 AX’ 전국 확산 (검색어: 제조 AX)","공장에 AI 입히니 생산성 30% 쑥…정부, ‘제조 AX’ 전국 확산 (검색어: 제조 AX)",https://news.google.com/rss/articles/CBMib0FVX3lxTE5zMDRlcWt1R1RTN3JOd2JCR2FadEFuZDlYMDJiOEQ4TXlsM3RRbkp6NTRWLWozZHQ3U1hpYjg1MjJlbjZTLW5WUWdTcjZNbGdXMlRNb25MT215X1hHSVlySHktc3F3OUVudlJZOEltSQ?oc=5,서울신문,,AI|제조 AX,2026-09-19T15:44:38+09:00,false,false,live,rss,true
LV-0465,market,"최태원 ""울산, 제조AX·시민 행복·예술 아우른 AI 도시로""",2026-09-12,"최태원 ""울산, 제조AX·시민 행복·예술 아우른 AI 도시로"" (검색어: 제조 AX)","최태원 ""울산, 제조AX·시민 행복·예술 아우른 AI 도시로"" (검색어: 제조 AX)",https://news.google.com/rss/articles/CBMiW0FVX3lxTE1TQTEyWktnZko4Mk9NVnNacDdkNUx2Qy0tNGJBaHpONjJIUXp6dGN0ZDFPMnF2c0plRVFaa3phbU5DOVFYVkFmc2hBazNOclhoUjlPT1BKZEh4UHfSAWBBVV95cUxNSWxIQnpIbDAyM2VHWS0tUVJpMkVkMWNvbkNCdURwc2F2aFVNNG0yMEZtZTdWN2JpcEF3Zk1DdjV4MnJrb0JxTlpXc3ZTdlNBVFhCVG9GbUlINVJKMzU5Szk?oc=5,연합뉴스,,AI|제조 AX,2026-09-19T15:44:38+09:00,false,false,live,rss,true
LV-0466,market,(2026 울산포럼①)“현장의 암묵지를 AI로”…제조 AX 중심에 선 울산,2026-09-12,(2026 울산포럼①)“현장의 암묵지를 AI로”…제조 AX 중심에 선 울산 (검색어: 제조 AX),(2026 울산포럼①)“현장의 암묵지를 AI로”…제조 AX 중심에 선 울산 (검색어: 제조 AX),https://news.google.com/rss/articles/CBMiYEFVX3lxTFBhdWRVd3BQUDVzbUZRT3o0ZktLR0N5ZmZoa0NsNFhVS2M0YjlFRWZHc2VXYnA0dEM5N1M2STJaR3hFQlhGeXJmYkFqcnk1S01TaTBQLWxSbUs5eHZNWnppYg?oc=5,뉴스토마토,,AI|제조 AX,2026-09-19T15:44:38+09:00,false,false,live,rss,true
LV-0467,market,창원서 제조업 AI 대전환 본격화…M.AX 지역 확산 시동,2026-09-12,창원서 제조업 AI 대전환 본격화…M.AX 지역 확산 시동 (검색어: 제조 AX),창원서 제조업 AI 대전환 본격화…M.AX 지역 확산 시동 (검색어: 제조 AX),https://news.google.com/rss/articles/CBMiVEFVX3lxTE1JblJsY3RDeXdQc2oybzB2dDlOZVNyRGYwZ05xQUNvb0hkTE5qZ05nMXYwcUY2NmpRNUI0dGxYbTFFVEF6T2RrZE1HRGYwNm0yMDJPTQ?oc=5,v.daum.net,,AI|제조 AX,2026-09-19T15:44:38+09:00,false,false,live,rss,true
LV-0468,market,"충북TP, 대만서 제조 AX 해법 모색…자율제조 지원모델 발굴",2026-09-04,"충북TP, 대만서 제조 AX 해법 모색…자율제조 지원모델 발굴 (검색어: 제조 AX)","충북TP, 대만서 제조 AX 해법 모색…자율제조 지원모델 발굴 (검색어: 제조 AX)",https://news.google.com/rss/articles/CBMiTkFVX3lxTFBRNERlSHJaYm9PTXBkVGtUVmtZVFFPLVlVTVQ5WXhKX1dWU3ZXQkh4bEFFSmVxb0w4emdYX2lfbFkyMmx5UFlyRXhsY1hoUQ?oc=5,전자신문,,제조 AX,2026-09-19T15:44:38+09:00,false,false,live,rss,true
LV-0469,market,"최태원 ""굴뚝산업도 AI 확산 빨라…울산을 제조 AX 선도모델로""",2026-09-13,"최태원 ""굴뚝산업도 AI 확산 빨라…울산을 제조 AX 선도모델로"" (검색어: 제조 AX)","최태원 ""굴뚝산업도 AI 확산 빨라…울산을 제조 AX 선도모델로"" (검색어: 제조 AX)",https://news.google.com/rss/articles/CBMiWkFVX3lxTFBYdXJ1NTZra1JrOTJJbHN2a1hscVBMZUJvcEQxWGNBTi0tSDRwTktPR2NMbHVKRlNUQ29xSE0xZHF3NFUyeTFXYldkR0IycXRvR19wQ2ZfcjI0UQ?oc=5,한국경제,,AI|제조 AX,2026-09-19T15:44:38+09:00,false,false,live,rss,true
LV-0470,market,"SK·울산상의, 제조 AX·생활 AI로 울산 미래전략 찾는다",2026-09-06,"SK·울산상의, 제조 AX·생활 AI로 울산 미래전략 찾는다 (검색어: 제조 AX)","SK·울산상의, 제조 AX·생활 AI로 울산 미래전략 찾는다 (검색어: 제조 AX)",https://news.google.com/rss/articles/CBMiXEFVX3lxTE1VVnlpalV5Ym9Hb3BKd2taeDQ0ampReXZZVkdwdjlnWm9GUWtGbk9EU3I4aHhsVjNPakVHMTItUlcxNW5PX2JsRWw4Z2ZldXZpX1VURWJUdEVlWm1E?oc=5,뉴스핌,,AI|제조 AX,2026-09-19T15:44:38+09:00,false,false,live,rss,true
LV-0471,market,[헬로AX] 4년간 닦은 DX 위에 AI 에이전트…車 부품 기업의 제조 AX 접근법,2026-09-09,[헬로AX] 4년간 닦은 DX 위에 AI 에이전트…車 부품 기업의 제조 AX 접근법 (검색어: 제조 AX),[헬로AX] 4년간 닦은 DX 위에 AI 에이전트…車 부품 기업의 제조 AX 접근법 (검색어: 제조 AX),https://news.google.com/rss/articles/CBMiX0FVX3lxTE5BRHBBSkZ1WHczajhkd0huYzN0TlJpOGxiTEw3NXdFZ1B5eDZ6RXMyM25LblZZUHR6YTRfTjI1TFI2ak1lLUZzazg2SDY2S2E4QmlmRUR2YnFIYUNocmhJ?oc=5,헬로티,,AI|제조 AX,2026-09-19T15:44:38+09:00,false,false,live,rss,true
LV-0472,market,제조업 AI 대전환으로 생산성 30%↑ 불량률 15%↓,2026-08-04,제조업 AI 대전환으로 생산성 30%↑ 불량률 15%↓ (검색어: 제조 AX),제조업 AI 대전환으로 생산성 30%↑ 불량률 15%↓ (검색어: 제조 AX),https://news.google.com/rss/articles/CBMibEFVX3lxTE9ER0R3YzB0bERMMy1vRDNnbHg3ME52bUhaaHlRclM3S3BRODM2aE00Mm0xLV8zYXlvbVhMS19UektNcDZTNzFoTzhYRkdWSGgxSUhGR2xKZ3hybTZxWmdtMG45Y21QTGdrQzJZUw?oc=5,대한민국 정책브리핑,,AI|제조 AX,2026-09-19T15:44:38+09:00,false,false,live,rss,true
LV-0473,market,"경남, 6700억 규모 ‘피지컬 AI’로 제조 AX 선도 시동",2026-09-16,"경남, 6700억 규모 ‘피지컬 AI’로 제조 AX 선도 시동 (검색어: 제조 AX)","경남, 6700억 규모 ‘피지컬 AI’로 제조 AX 선도 시동 (검색어: 제조 AX)",https://news.google.com/rss/articles/CBMiRkFVX3lxTE1Hc0JITFl2YlFNUmlMZ1hBQ2NHNDE3M3pVTXo3SzFpUHdKb3Q4MEVoN1JhVWpWamMxZ0Q1Ym1mUldIN2V1TEE?oc=5,v.daum.net,,AI|제조 AX,2026-09-19T15:44:38+09:00,false,false,live,rss,true
LV-0474,market,최태원 SK 회장 “AI 인프라와 제조 AX 하나로 이어져야”,2026-09-11,최태원 SK 회장 “AI 인프라와 제조 AX 하나로 이어져야” (검색어: 제조 AX),최태원 SK 회장 “AI 인프라와 제조 AX 하나로 이어져야” (검색어: 제조 AX),https://news.google.com/rss/articles/CBMicEFVX3lxTE51c1dUQm56bU5STTNFRk16eVNDUWFWMzZickJwd0tBWjJkeC0xbURTeWRzZDEzSTZ4d1ZkOHBHZWZNdTI3QWZRdlAweTN6Qk5UYWRsUmRHMEVkWHJhVkx6TTlSS0ppRWFkWmNKbWtlaDTSAXRBVV95cUxOc29JY2R1SGV5NERtcFlSNVVNNnJPWHhpXzlDcG9FT2RvZTZCOU0yR2JNTld1Qnh4cHZXM0hheVFoQjlvc0VlYXhsU1ZzaVFXSFRYVXB5SGNLVzVNOFZjRDZRNFl5aEszdUljMGt3T3JrbHNHUw?oc=5,IT조선,,AI|제조 AX,2026-09-19T15:44:38+09:00,false,false,live,rss,true
LV-0475,market,"대동, ‘농업 AX’ 넘어 ‘제조 AX’로…대구공장 피지컬 AI 생산기지 전환",2026-09-02,"대동, ‘농업 AX’ 넘어 ‘제조 AX’로…대구공장 피지컬 AI 생산기지 전환 (검색어: 제조 AX)","대동, ‘농업 AX’ 넘어 ‘제조 AX’로…대구공장 피지컬 AI 생산기지 전환 (검색어: 제조 AX)",https://news.google.com/rss/articles/CBMiakFVX3lxTE8wdU54TmdOQ3NHdklOMHIxQ2xaSzdiRE5nUVRyb1JYSHJZajdtUmNxVF9YRWRoWEZXT2Y2X1N5ZWk2c0t3YmNncGRodXZVOXBCLVk0NWNqc1BkakE0QzRNZEdpOUNVcXhNYVE?oc=5,한국농기계신문,,AI|제조 AX,2026-09-19T15:44:38+09:00,false,false,live,rss,true
LV-0476,market,"정유업계, 제조 AX 속도…공정 넘어 설비·안전까지 AI 확대",2026-09-12,"정유업계, 제조 AX 속도…공정 넘어 설비·안전까지 AI 확대 (검색어: 제조 AX)","정유업계, 제조 AX 속도…공정 넘어 설비·안전까지 AI 확대 (검색어: 제조 AX)",https://news.google.com/rss/articles/CBMiZEFVX3lxTE1YaGduRDdQUmpJUDVGR2x6dVY1Z1pXX09yMnRaTVBGTEtTYmVXd2FpWmlyUkdSWkRjYmFsbUI5bklnR21iMmotOEFfWGJtUmtmYndmNGNMV1kxM0NhWWxUMkU1MEo?oc=5,서울경제TV,,AI|제조 AX,2026-09-19T15:44:38+09:00,false,false,live,rss,true
LV-0477,market,"[현장] 베테랑의 ‘촉’을 배운 AI… 울산, 제조 AX 대전환의 장(場)을 열다- 2026 울산포럼·WAVE(울산세계미래산업박람회) 개최",2026-09-15,"[현장] 베테랑의 ‘촉’을 배운 AI… 울산, 제조 AX 대전환의 장(場)을 열다- 2026 울산포럼·WAVE(울산세계미래산업박람회) 개최 (검색어: 제조 AX)","[현장] 베테랑의 ‘촉’을 배운 AI… 울산, 제조 AX 대전환의 장(場)을 열다- 2026 울산포럼·WAVE(울산세계미래산업박람회) 개최 (검색어: 제조 AX)",https://news.google.com/rss/articles/CBMiS0FVX3lxTFBSZGlrUDg4NDB4OFVnSGJWSlhZM0lqdVVqVlhMYVg1WW5hV3F2YlIwaDFyMTRNekZ0TGlWWm1sSUduUGZLbmZfQTQxcw?oc=5,ASK Inno,,AI|제조 AX,2026-09-19T15:44:38+09:00,false,false,live,rss,true
LV-0478,market,"공장 속 AI 이식… 동의대-부산엑스포트클럽, 지역 제조 AX 맞손",2026-09-07,"공장 속 AI 이식… 동의대-부산엑스포트클럽, 지역 제조 AX 맞손 (검색어: 제조 AX)","공장 속 AI 이식… 동의대-부산엑스포트클럽, 지역 제조 AX 맞손 (검색어: 제조 AX)",https://news.google.com/rss/articles/CBMiYEFVX3lxTE5CTlBoSmxHaXVyOG1vNXN3cFFxWUVCa3hkN0VOMFV3ZGhwQW5fQkYzVGJ1RjlRb3ZjTWRvR2N2X2tVVVFCMUZreFVqTnM2bzRnWmI2eko0S2M0V1pZd1ZEVw?oc=5,아시아경제,,AI|제조 AX,2026-09-19T15:44:38+09:00,false,false,live,rss,true
LV-0479,market,"로봇부터 품질검사까지…한국공학대, 제조 AX 시험장 본격 가동 돌입",2026-09-09,"로봇부터 품질검사까지…한국공학대, 제조 AX 시험장 본격 가동 돌입 (검색어: 제조 AX)","로봇부터 품질검사까지…한국공학대, 제조 AX 시험장 본격 가동 돌입 (검색어: 제조 AX)",https://news.google.com/rss/articles/CBMiTkFVX3lxTE4zTVlZclA4aFo2OXdRdDVCZGk2bGY0TmxwU0Y3d2hVQXI5eDZXek9rOHdvdGNzQ2xRNV9XaHU5OUh2WXpCaU9vUWRlM2R3UQ?oc=5,전자신문,,품질검사|제조 AX,2026-09-19T15:44:38+09:00,false,false,live,rss,true
LV-0480,market,"""K-제조 피지컬 AX 필수적…국방 R&D·산단 인프라 구축해야"" |",2026-09-16,"""K-제조 피지컬 AX 필수적…국방 R&D·산단 인프라 구축해야"" | (검색어: 제조 AX)","""K-제조 피지컬 AX 필수적…국방 R&D·산단 인프라 구축해야"" | (검색어: 제조 AX)",https://news.google.com/rss/articles/CBMiaEFVX3lxTE9ISDlqeF9fRUdwblJpS19HV2tQVlFRMGVueEZiNUQ3X3VkZWdvQXBFb2l2OEIxNC1tcGhZeVJNNXdWZGNqRmhyLTg0eFZBeGRRRTh0MHBxeXdUWXZpbkM1em5jTW9yMEVO?oc=5,매일일보,,제조 AX|R&D,2026-09-19T15:44:38+09:00,false,false,live,rss,true
LV-0481,market,"니어솔루션·메를로랩, 스마트 물류·제조 AX 사업 맞손",2026-09-09,"니어솔루션·메를로랩, 스마트 물류·제조 AX 사업 맞손 (검색어: 제조 AX)","니어솔루션·메를로랩, 스마트 물류·제조 AX 사업 맞손 (검색어: 제조 AX)",https://news.google.com/rss/articles/CBMiZEFVX3lxTE9iQWgyLUh5Z1RTVC1mcUpzVUNTMFRNRTJIVUhWMXpDb25BUGYtRXBqeHl2OG1jZzk4WVRicUgzb19hVHBOckpKSDRid0NiT2xMc2hEYmRrTmxQWXFveEpEQ19mUkbSAWhBVV95cUxNbG5nMkpwUm9tVnR0Nlg0MXdiR2xlUEZkQ28xZkxFdjQ0S3AySHpubi1CRG1RMjhIWE1NemVDT0dpM2k2X0MtQUFuQjBsQUxuaUo5Y1RRZnZDc05URmdSOTE3RGdZR1BzOA?oc=5,매일일보,,제조 AX,2026-09-19T15:44:38+09:00,false,false,live,rss,true
LV-0482,market,"울산·광주, 580억 규모 자동차 제조 AX 추진",2026-09-07,"울산·광주, 580억 규모 자동차 제조 AX 추진 (검색어: 제조 AX)","울산·광주, 580억 규모 자동차 제조 AX 추진 (검색어: 제조 AX)",https://news.google.com/rss/articles/CBMiYEFVX3lxTFA4dVhrYU9HSmdrUFdsMEZ5MGktelhSaG1ScHQ1OG5uMEFEM2N0RzI1ZG5sSy15LXdWdzItdlAzN3U4YzNlVTVGU2dlNW45d01hclBGdDdpLUxtYVRzOE05Ug?oc=5,뉴스토마토,,제조 AX,2026-09-19T15:44:38+09:00,false,false,live,rss,true
LV-0483,market,"스마트공장 지었는데 업무는 그대로?""…에이블런, 제조 AX 해법 제시 - 머니투데이",2026-09-02,"스마트공장 지었는데 업무는 그대로?""…에이블런, 제조 AX 해법 제시 - 머니투데이 (검색어: 제조 AX)","스마트공장 지었는데 업무는 그대로?""…에이블런, 제조 AX 해법 제시 - 머니투데이 (검색어: 제조 AX)",https://news.google.com/rss/articles/CBMiakFVX3lxTE51UGt3UDNFdXdLMnZHclpJelZVVC1SUERPUVJtNjRXcXVPdk9BaHRCLThUX2ZiT2Uxd3Y2NngyNWQzMTVmSktyQ1Bzb0NEeEltLV9RNjJFa3BiR2EyampkeEhsQlhlam94SXfSAW9BVV95cUxOWTJvQjBVZnFEZnItWEJ1aG05MnBOZVBxbXJscWJtXzlSWUJFcnNEa2c1bHptdzZ0eXNHZHVIU0dwU19FU1puNlRFemZRYXNnTEp5S0Q3ekY1eXJNempqMGVtYU1Feml0WUZQdDQ4Q3M?oc=5,mt.co.kr,,제조 AX|스마트공장,2026-09-19T15:44:38+09:00,false,false,live,rss,true
LV-0484,market,"SK·울산상의, '울산포럼 2026' 개최…제조 AX·일상 AI 해법 모색",2026-09-06,"SK·울산상의, '울산포럼 2026' 개최…제조 AX·일상 AI 해법 모색 (검색어: 제조 AX)","SK·울산상의, '울산포럼 2026' 개최…제조 AX·일상 AI 해법 모색 (검색어: 제조 AX)",https://news.google.com/rss/articles/CBMihgFBVV95cUxORTlHY1hQUmFCb1FUUmZ3ZEtJVzAtck0zNFNEU1RxZUlXYjlWU0tmenpqcTNvbUVLWVlmdGlGRUppbjRrMXlVN2V4VFktelVnOVpQV0luQVNDRU10QUVobC1NRkl4S2R5dWFaSUNWUE8tZ0VSWV9PSzRydmJnQi0tQndwV2Fndw?oc=5,글로벌이코노믹,,AI|제조 AX,2026-09-19T15:44:38+09:00,false,false,live,rss,true
LV-0485,market,SK 울산포럼 11일 개최…제조 AX·생활 속 AI 논의,2026-09-06,SK 울산포럼 11일 개최…제조 AX·생활 속 AI 논의 (검색어: 제조 AX),SK 울산포럼 11일 개최…제조 AX·생활 속 AI 논의 (검색어: 제조 AX),https://news.google.com/rss/articles/CBMiVEFVX3lxTE1WdVRudVVfMXdkaVNpcWVQMHFIS05sMHZtc1RnOWpNbmpRbldWZndQcDRueXNaX3l4YVhBeFIya05Ick1xRmgza0hBTnNhbVVxenphRw?oc=5,v.daum.net,,AI|제조 AX,2026-09-19T15:44:38+09:00,false,false,live,rss,true
LV-0486,market,"한국공학대, 반월·시화 제조기업 AX 실증지원 체계 구축 본격화",2026-09-09,"한국공학대, 반월·시화 제조기업 AX 실증지원 체계 구축 본격화 (검색어: 제조 AX)","한국공학대, 반월·시화 제조기업 AX 실증지원 체계 구축 본격화 (검색어: 제조 AX)",https://news.google.com/rss/articles/CBMiZkFVX3lxTE10QlpTNnhyaHBUelhINHF3Sm5wVnFkN2ltdU9zMHJRRlNwM2JOZ2hNbC1hdkQtd0NQelFKXzlGSGE1VG01YU1BUV9xbVpWdFQ1eTdEMjBQak00VFA1bVFHN0xsZktFdw?oc=5,한국대학신문,,제조 AX,2026-09-19T15:44:38+09:00,false,false,live,rss,true
LV-0487,market,"국내 대학·ASU 협력, “AX·피지컬 AI 속 제조 인력 양성 등 상생”",2026-09-18,"국내 대학·ASU 협력, “AX·피지컬 AI 속 제조 인력 양성 등 상생” (검색어: 제조 AX)","국내 대학·ASU 협력, “AX·피지컬 AI 속 제조 인력 양성 등 상생” (검색어: 제조 AX)",https://news.google.com/rss/articles/CBMiZkFVX3lxTE5KSmNJZl8weTRrMnZHejVybkJoc1Fpb0Jxb29RczVRX081VjBWN0ZudFJRT3ozVS1WVVVjUnJGdmJGMk4xcVlVOG9xeHFKbFlzRzZybWdUMnI3Zlo0VVVHMExGc19NZw?oc=5,한국대학신문,,AI|제조 AX,2026-09-19T15:44:38+09:00,false,false,live,rss,true
LV-0488,market,"마산자유무역지역, 제조AX·에너지 자립 무장… ‘미래형 스마트 산단’ 도약",2026-09-03,"마산자유무역지역, 제조AX·에너지 자립 무장… ‘미래형 스마트 산단’ 도약 (검색어: 제조 AX)","마산자유무역지역, 제조AX·에너지 자립 무장… ‘미래형 스마트 산단’ 도약 (검색어: 제조 AX)",https://news.google.com/rss/articles/CBMiS0FVX3lxTE8wdVl3MXlQLVdFcFRSRFdteDRiTFU4UUk0Qm9qckQ3bnYxRDBNbTV5Wnd6dWh5U2ZLVWR2TDB5WDl4N0VsUF93QVh0bw?oc=5,v.daum.net,,제조 AX,2026-09-19T15:44:38+09:00,false,false,live,rss,true
LV-0489,market,"지역 제조업 AI 전환 본격화…정부, ‘M.AX’ 전국 확산 나선다",2026-09-11,"지역 제조업 AI 전환 본격화…정부, ‘M.AX’ 전국 확산 나선다 (검색어: 제조 AX)","지역 제조업 AI 전환 본격화…정부, ‘M.AX’ 전국 확산 나선다 (검색어: 제조 AX)",https://news.google.com/rss/articles/CBMibEFVX3lxTE8zZllhUzJKeVR5VkdLMnIzc2NYRnh5QVN4am5QeWFGUHZZTzJ2ZjB6aFowc1hrQktkZVB6Sl82aXo0dHVTVjlMNnhjUXM0ZXRZbVNiUDBFZW44OWpRYUN4UVFjZDNFZ05oNFhGYdIBcEFVX3lxTE9pams0d0ktamp5MUY1UVE5Wlk5Z25OV2M5c3YxaHdNc1hDWTQzaXlEM0NUQWNPa200Ty1QcURNNDZsV19OT1FzMWJLRWdXSmNRYU9iNERuWng0T1hPc3RiQTZTWDl0bjZxOWhhQl8zVko?oc=5,전기신문,,AI|제조 AX,2026-09-19T15:44:38+09:00,false,false,live,rss,true
LV-0490,market,"최태원 SK 회장, 오늘 울산행…AI 데이터센터 및 제조 AX 점검 - 머니투데이",2026-09-10,"최태원 SK 회장, 오늘 울산행…AI 데이터센터 및 제조 AX 점검 - 머니투데이 (검색어: 제조 AX)","최태원 SK 회장, 오늘 울산행…AI 데이터센터 및 제조 AX 점검 - 머니투데이 (검색어: 제조 AX)",https://news.google.com/rss/articles/CBMibEFVX3lxTE5sVG8tV28xUWgxcGQ0azVDeWhLSDVSWWxJeklTT3VOODdqa0l6eWZhZ1MzQzY5M1ZQazVTak1TQnp6RVE3TnNHeDJIa3RiVk1OV3Y0ekpiMVlwN2paT3ZaODhDbUNsdDE5RC1TS9IBckFVX3lxTE1YUlcxaXdsN3RfbnFXMFZpVnFuNmp1TTZuUVpDNUt6NDZkYmtWeXdzNGl6N2QweU03UFM2NUVzeVFUUzZiOHVjWkNraEJKQmdRSEU5MFJNSkp0Ni1SOHJUYzR1TU9LcHBmM3hvN1RNU2k3UQ?oc=5,mt.co.kr,,AI|제조 AX|데이터,2026-09-19T15:44:38+09:00,false,false,live,rss,true
LV-0491,market,"최태원 SK 회장, 울산 AI 데이터센터·제조 AX 현장 직접 점검 나서",2026-09-10,"최태원 SK 회장, 울산 AI 데이터센터·제조 AX 현장 직접 점검 나서 (검색어: 제조 AX)","최태원 SK 회장, 울산 AI 데이터센터·제조 AX 현장 직접 점검 나서 (검색어: 제조 AX)",https://news.google.com/rss/articles/CBMiWkFVX3lxTE1RS3R3TENFMnl4b3YwZVAzR1ctdVdwVkN5VjFmT25xQUpweXdRZTZZbm9MTzVpaElELUh5Q2t6NUVfQ1FrRmtwcDNpWXJfaVYwMEZNSUstNzRCUdIBWEFVX3lxTE0tSGE4MXZ5ZXFTbmlqb1h6eHprRUtqaGpXTEpzeWdTUHpheUwyUGtobk9yYzJFNzcybG5TREJ6OWlYQUJEam01YkhvNUZDVm5zRXlYcjNtTVE?oc=5,아주경제,,AI|제조 AX|데이터,2026-09-19T15:44:38+09:00,false,false,live,rss,true
LV-0492,market,"위즈코어, '산업단지 M.AX 혁신 서밋'서온톨로지 기반 제조 AX 전략 제시",2026-09-17,"위즈코어, '산업단지 M.AX 혁신 서밋'서온톨로지 기반 제조 AX 전략 제시 (검색어: 제조 AX)","위즈코어, '산업단지 M.AX 혁신 서밋'서온톨로지 기반 제조 AX 전략 제시 (검색어: 제조 AX)",https://news.google.com/rss/articles/CBMiTkFVX3lxTE9wX1lYTTBoZnJqRU9XSUtqcC05RXFscFc2RERpWW9aX3B1U3JlanJ6NW1MU2hJaEVtcEtDcm9DVXk3dzJlb0tILWtTNXRmdw?oc=5,전자신문,,제조 AX,2026-09-19T15:44:38+09:00,false,false,live,rss,true
LV-0493,market,"SK·울산상의, ‘울산포럼 2026’ 개최…제조 AX·일상 AI 논의",2026-09-06,"SK·울산상의, ‘울산포럼 2026’ 개최…제조 AX·일상 AI 논의 (검색어: 제조 AX)","SK·울산상의, ‘울산포럼 2026’ 개최…제조 AX·일상 AI 논의 (검색어: 제조 AX)",https://news.google.com/rss/articles/CBMiRkFVX3lxTE9HUldybHBRWV84VVpEOVVKZmNxYzJ6OWhmaXN2Z182MlVaZ3pSc0t4QktKY0xjbjVxVlRuc2pSdFBCTDZCVmc?oc=5,v.daum.net,,AI|제조 AX,2026-09-19T15:44:38+09:00,false,false,live,rss,true
LV-0494,market,"다이퀘스트·유엔이·컨포트랩, ‘알로(ARLO)’로 제조 AX 시장 진출",2026-09-14,"다이퀘스트·유엔이·컨포트랩, ‘알로(ARLO)’로 제조 AX 시장 진출 (검색어: 제조 AX)","다이퀘스트·유엔이·컨포트랩, ‘알로(ARLO)’로 제조 AX 시장 진출 (검색어: 제조 AX)",https://news.google.com/rss/articles/CBMibkFVX3lxTE9vN1FtSnpkdF85cnhuazdNLW5odnFxMVltTGFwcXBNWTVpeVRlWlQ0bXo1dDVKclNKMEMzckZBeVE3ZFg0RUR5NmtibWtjakRUSTlPM00wTWFEbkgxRWlZQU9kUXdmYms2dC1NWkp30gFyQVVfeXFMTmZES0ZZLXlzNUFqZ243UEJfTU1nQW9KOXNFalNwWXVFVlkwN1A4TEg5Q2VlWW53Q2ZPaHhKTnRWcXR6ZGJteFpwWGgzRnFKeGd4bmgxUTFBQ3RVOTJNczRkbnhEdHFmRDM4Tkt5RDAxVUln?oc=5,테크데일리,,제조 AX,2026-09-19T15:44:38+09:00,false,false,live,rss,true
LV-0495,market,"반도체 수율 10% 올리면 100조 번다? 제조 AI(M.AX)가 바꿀 대한민국의 미래 (ft. HBM, 김정호 교수)",2026-09-02,"반도체 수율 10% 올리면 100조 번다? 제조 AI(M.AX)가 바꿀 대한민국의 미래 (ft. HBM, 김정호 교수) (검색어: 제조 AX)","반도체 수율 10% 올리면 100조 번다? 제조 AI(M.AX)가 바꿀 대한민국의 미래 (ft. HBM, 김정호 교수) (검색어: 제조 AX)",https://news.google.com/rss/articles/CBMibEFVX3lxTE5hWjIycDU0bFc2YnNqc1RSZDhNNHB0NVI0MDB3eWpES2dXUjgwa05TcGVRelBjS2M1ZjlBcEExOXBweEoxck14Zmx1RlJuTVJVNlo3Sk1Zbng2enVGbmxQUTE2Nnl3N1QydjNfNw?oc=5,대한민국 정책브리핑,,AI|제조 AX,2026-09-19T15:44:38+09:00,false,false,live,rss,true
LV-0496,market,"[딜라이트닷넷 창간 ④] 로봇이 보고 AI가 판단한다…韓, 제조AX 전환 속도",2026-09-11,"[딜라이트닷넷 창간 ④] 로봇이 보고 AI가 판단한다…韓, 제조AX 전환 속도 (검색어: 제조 AX)","[딜라이트닷넷 창간 ④] 로봇이 보고 AI가 판단한다…韓, 제조AX 전환 속도 (검색어: 제조 AX)",https://news.google.com/rss/articles/CBMiZEFVX3lxTE5WLVJQUlRrdGZsU0FRa3BmQVJjS0dzYkJ0bnpqRzIxeXE0MkxWUzc2b2RMcHRieTlfdHhFZWthbmxjUEFjVkt6aExXeGp1bzNKcVFaRGc1M0tfSjBqX3VaVjdmY2U?oc=5,디지털데일리,,AI|제조 AX,2026-09-19T15:44:38+09:00,false,false,live,rss,true
